Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,Genspe,MaxSizeTL,Diet,Schooling,Movimentation,sstmean
530,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,12,13.5,0.063,UAE18---_NEOPCYAN_12,25.49182,56.36369,NPNT,Neo. cyanomos,10,Plktiv,MedGrp,BnthDw,28.25
531,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,14.2,18.2,0.092,UAE18---_NEOPCYAN_14.2,25.49182,56.36369,NPNT,Neo. cyanomos,10,Plktiv,MedGrp,BnthDw,28.25
532,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,25.1,31.9,0.55,UAE18---_NEOPCYAN_25.1,25.49182,56.36369,NPNT,Neo. cyanomos,10,Plktiv,MedGrp,BnthDw,28.25
533,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Chromis,xanthopterygius,CHROXANT,73.4,101.8,16.399,UAE18---_CHROXANT_73.4,25.49182,56.36369,NPNT,Chr. xanthopterygius,11.5,Plktiv,SmaGrp,BnthDw,28.25
534,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Pomacentrus,leptus,POMALEPT,35.1,46,2.19,UAE18---_POMALEPT_35.1,25.49182,56.36369,NPNT,Pom. leptus,7,Omnivr,Solitr,BnthDw,28.25
535,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Pomacentrus,leptus,POMALEPT,31.4,40.7,1.569,UAE18---_POMALEPT_31.4,25.49182,56.36369,NPNT,Pom. leptus,7,Omnivr,Solitr,BnthDw,28.25
536,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Pomacentridae,Pomacentrus,leptus,POMALEPT,32.5,41.2,1.612,UAE18---_POMALEPT_32.5,25.49182,56.36369,NPNT,Pom. leptus,7,Omnivr,Solitr,BnthDw,28.25
537,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,29.3,37.5,0.728,UAE18---_OSTOCYAN_29.3,25.49182,56.36369,NPNT,Ost. cyanosoma,8,Plktiv,MedGrp,BnthDw,28.25
538,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,25.8,32.4,0.495,UAE18---_OSTOCYAN_25.8,25.49182,56.36369,NPNT,Ost. cyanosoma,8,Plktiv,MedGrp,BnthDw,28.25
539,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,33,40,0.881,UAE18---_OSTOCYAN_33,25.49182,56.36369,NPNT,Ost. cyanosoma,8,Plktiv,MedGrp,BnthDw,28.25
540,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,23.4,28.6,0.298,UAE18---_OSTOCYAN_23.4,25.49182,56.36369,NPNT,Ost. cyanosoma,8,Plktiv,MedGrp,BnthDw,28.25
541,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,25.8,31.9,0.428,UAE18---_OSTOCYAN_25.8,25.49182,56.36369,NPNT,Ost. cyanosoma,8,Plktiv,MedGrp,BnthDw,28.25
542,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Cheilodipterus,novemstriatus,CHEINOVE,11.7,14.5,0.038,UAE18---_CHEINOVE_11.7,25.49182,56.36369,NPNT,Che. novemstriatus,8,Plktiv,MedGrp,BnthDw,28.25
543,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Cheilodipterus,novemstriatus,CHEINOVE,31.7,41.4,0.767,UAE18---_CHEINOVE_31.7,25.49182,56.36369,NPNT,Che. novemstriatus,8,Plktiv,MedGrp,BnthDw,28.25
544,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Cheilodipterus,novemstriatus,CHEINOVE,37.9,47,1.482,UAE18---_CHEINOVE_37.9,25.49182,56.36369,NPNT,Che. novemstriatus,8,Plktiv,MedGrp,BnthDw,28.25
545,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Cheilodipterus,persicus,CHEIPERS,42.4,54.4,1.839,UAE18---_CHEIPERS_42.4,25.49182,56.36369,NPNT,Che. persicus,15,Plktiv,MedGrp,BnthDw,28.25
546,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,32.2,42.2,1.104,UAE18---_OSTOFLEU_32.2,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
547,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,33,44.6,1.53,UAE18---_OSTOFLEU_33,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
548,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,30,41.8,1.059,UAE18---_OSTOFLEU_30,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
549,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,31.3,41.5,1.071,UAE18---_OSTOFLEU_31.3,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
550,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,32.9,43.8,1.258,UAE18---_OSTOFLEU_32.9,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
551,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,29.7,39.7,0.948,UAE18---_OSTOFLEU_29.7,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
552,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,38.9,51.9,2.361,UAE18---_OSTOFLEU_38.9,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
553,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,34.6,46,1.467,UAE18---_OSTOFLEU_34.6,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
554,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,38.7,50.1,2.149,UAE18---_OSTOFLEU_38.7,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
555,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,33,43.5,1.262,UAE18---_OSTOFLEU_33,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
556,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,35.3,46.3,1.495,UAE18---_OSTOFLEU_35.3,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
557,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,31.7,41.3,1.012,UAE18---_OSTOFLEU_31.7,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
558,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,35.7,47.7,1.747,UAE18---_OSTOFLEU_35.7,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
559,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,31.8,41.3,1.109,UAE18---_OSTOFLEU_31.8,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
560,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,34,45.4,1.426,UAE18---_OSTOFLEU_34,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
561,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,34.6,45,1.523,UAE18---_OSTOFLEU_34.6,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
562,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,26.4,34.9,0.611,UAE18---_OSTOFLEU_26.4,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
563,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,35.4,46.1,1.376,UAE18---_OSTOFLEU_35.4,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
564,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,34,45,1.293,UAE18---_OSTOFLEU_34,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
565,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,33.4,45,1.345,UAE18---_OSTOFLEU_33.4,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
566,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,33.6,44.3,1.25,UAE18---_OSTOFLEU_33.6,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
567,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,34.6,45.8,1.43,UAE18---_OSTOFLEU_34.6,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
568,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,33.3,43.2,1.361,UAE18---_OSTOFLEU_33.3,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
569,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,37.1,47.2,1.606,UAE18---_OSTOFLEU_37.1,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
570,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,35.4,45.6,1.527,UAE18---_OSTOFLEU_35.4,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
571,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,36.6,48.3,1.64,UAE18---_OSTOFLEU_36.6,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
572,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,33.1,43.2,1.178,UAE18---_OSTOFLEU_33.1,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
573,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,35,45.7,1.385,UAE18---_OSTOFLEU_35,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
574,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,35,45,1.434,UAE18---_OSTOFLEU_35,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
575,GoO,Snoopy,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Apogonidae,Ostorhinchus,fleurieu,OSTOFLEU,33.2,42.2,1.243,UAE18---_OSTOFLEU_33.2,25.49182,56.36369,NPNT,Ost. fleurieu,12.5,Plktiv,MedGrp,BnthDw,28.25
576,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,443,UAE18443,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,44.5,57.2,2.781,UAE18443_OSTOCYAN_44.5,25.49257,56.36386,Comm,Ost. cyanosoma,8,Plktiv,MedGrp,BnthDw,28.25
577,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,444,UAE18444,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,43.4,53,2.285,UAE18444_OSTOCYAN_43.4,25.49257,56.36386,Comm,Ost. cyanosoma,8,Plktiv,MedGrp,BnthDw,28.25
578,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,445,UAE18445,Ostraciidae,Ostracion,cubicus,OSTRCUBI,44.7,56,6.263,UAE18445_OSTRCUBI_44.7,25.49257,56.36386,Comm,Ost. cubicus,45,Omnivr,Solitr,BnthDw,28.25
579,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,446,UAE18446,Blenniidae,Ecsenius,pulcher,ECSEPULC,44.8,56.3,1.544,UAE18446_ECSEPULC_44.8,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
580,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,447,UAE18447,Blenniidae,Ecsenius,pulcher,ECSEPULC,32.2,39.1,0.661,UAE18447_ECSEPULC_32.2,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
581,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,448,UAE18448,Blenniidae,Ecsenius,pulcher,ECSEPULC,37.7,45.8,0.84,UAE18448_ECSEPULC_37.7,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
582,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,449,UAE18449,Blenniidae,Ecsenius,pulcher,ECSEPULC,32.2,39.6,0.687,UAE18449_ECSEPULC_32.2,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
583,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,450,UAE18450,Blenniidae,Ecsenius,pulcher,ECSEPULC,36,44,1.08,UAE18450_ECSEPULC_36,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
584,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,451,UAE18451,Blenniidae,Ecsenius,pulcher,ECSEPULC,32.8,39.8,0.731,UAE18451_ECSEPULC_32.8,25.49257,56.36386,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
585,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,452,UAE18452,Blenniidae,Ecsenius,pulcher,ECSEPULC,30.1,35.7,0.607,UAE18452_ECSEPULC_30.1,25.49257,56.36386,Vial,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
586,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,453,UAE18453,Blenniidae,Ecsenius,pulcher,ECSEPULC,26.9,33.1,0.422,UAE18453_ECSEPULC_26.9,25.49257,56.36386,Vial,Ecs. pulcher,11,HerDet,Solitr,BnthDw,28.25
587,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,454,UAE18454,Blenniidae,Antennablennius,speA,ANTESPEA,30.9,37.2,0.557,UAE18454_ANTESPEA_30.9,25.49257,56.36386,Comm,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
588,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,455,UAE18455,Blenniidae,Antennablennius,speA,ANTESPEA,30.2,36.3,0.548,UAE18455_ANTESPEA_30.2,25.49257,56.36386,Comm,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
589,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,456,UAE18456,Blenniidae,Antennablennius,speA,ANTESPEA,26,31,0.367,UAE18456_ANTESPEA_26,25.49257,56.36386,Vial,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
590,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,457,UAE18457,Gobiidae,Eviota,punyit,EVIOPUNY,20.7,25.2,0.154,UAE18457_EVIOPUNY_20.7,25.49257,56.36386,Vial,Evi. punyit,1.8,InvMob,Solitr,BnthDw,28.25
591,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,458,UAE18458,Gobiidae,Eviota,guttata,EVIOGUTT,18.6,22.8,0.151,UAE18458_EVIOGUTT_18.6,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
592,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,459,UAE18459,Gobiidae,Eviota,guttata,EVIOGUTT,21.2,26.3,0.21,UAE18459_EVIOGUTT_21.2,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
593,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,460,UAE18460,Gobiidae,Eviota,guttata,EVIOGUTT,17.2,21.2,0.117,UAE18460_EVIOGUTT_17.2,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
594,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,461,UAE18461,Blenniidae,Antennablennius,speA,ANTESPEA,31.9,37.8,0.581,UAE18461_ANTESPEA_31.9,25.49257,56.36386,Comm,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
595,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,462,UAE18462,Blenniidae,Antennablennius,speA,ANTESPEA,22.3,27,0.275,UAE18462_ANTESPEA_22.3,25.49257,56.36386,Vial,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
596,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,463,UAE18463,Blenniidae,Antennablennius,speA,ANTESPEA,24.3,28.7,0.307,UAE18463_ANTESPEA_24.3,25.49257,56.36386,Vial,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
597,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,464,UAE18464,Blenniidae,Antennablennius,speA,ANTESPEA,21.9,26,0.241,UAE18464_ANTESPEA_21.9,25.49257,56.36386,Vial,Ant. speA,5,HerDet,Solitr,BnthDw,28.25
598,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,465,UAE18465,Gobiidae,Eviota,guttata,EVIOGUTT,20,24.8,0.171,UAE18465_EVIOGUTT_20,25.49257,56.36386,Vial,Evi. guttata,3.2,InvMob,Solitr,BnthDw,28.25
599,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,466,UAE18466,Gobiidae,Hetereleotris,vulgaris,HETEVULG,24.5,30.2,0.402,UAE18466_HETEVULG_24.5,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
600,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,467,UAE18467,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.3,34.7,0.56,UAE18467_HETEVULG_27.3,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
601,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,468,UAE18468,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.5,28,0.303,UAE18468_HETEVULG_22.5,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
602,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,469,UAE18469,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.2,23.7,0.183,UAE18469_HETEVULG_19.2,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
603,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,470,UAE18470,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.9,24.2,0.204,UAE18470_HETEVULG_19.9,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
604,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,471,UAE18471,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19,22.4,0.147,UAE18471_HETEVULG_19,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
605,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,472,UAE18472,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.3,22,0.14,UAE18472_HETEVULG_18.3,25.49257,56.36386,Vial,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
606,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,473,UAE18473,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,26.5,31.8,0.359,UAE18473_HELCFUSC_26.5,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
607,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,474,UAE18474,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.9,29.8,0.329,UAE18474_HELCFUSC_24.9,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
608,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,475,UAE18475,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,26.5,30.9,0.32,UAE18475_HELCFUSC_26.5,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
609,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,476,UAE18476,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.8,27.1,0.224,UAE18476_HELCFUSC_22.8,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
610,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,477,UAE18477,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.4,28.3,0.244,UAE18477_HELCFUSC_23.4,25.49257,56.36386,Vial,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
611,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,478,UAE18478,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.8,23.4,0.132,UAE18478_ENNEVENT_19.8,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
612,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,479,UAE18479,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.2,21,0.096,UAE18479_ENNEVENT_17.2,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
613,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,480,UAE18480,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.5,21.4,0.11,UAE18480_ENNEVENT_18.5,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
614,GoO,Snoopy,SnoopyI,B12,Rockyreef,2/5/18,4.6,240,UAE18,481,UAE18481,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.7,23.1,0.14,UAE18481_ENNEVENT_19.7,25.49257,56.36386,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,28.25
