Number,Location,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
399,Fujairah,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,22,0.146,UAE18---_HETEVULG_18.4,25.48247,56.36955,NPNT-Lot,mottled dorsal
400,Fujairah,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.1,22.7,0.166,UAE18---_HETEVULG_18.1,25.48247,56.36955,NPNT-Lot,black dorsal
401,Fujairah,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.6,25.9,0.246,UAE18---_HETEVULG_20.6,25.48247,56.36955,NPNT-Lot,black dorsal
402,Fujairah,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.2,26.8,0.277,UAE18---_HETEVULG_22.2,25.48247,56.36955,NPNT-Lot,black dorsal
403,Fujairah,SharmRockI,B10,Rockyreef,2/5/18,9.2,275,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.6,20.9,0.13,UAE18---_HETEVULG_17.6,25.48247,56.36955,NPNT-Lot,black dorsal
404,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,346,UAE18346,Gobiidae,Trimma,speA,TRIMSPEA,20.4,24.1,0.174,UAE18346_TRIMSPEA_20.4,25.49182,56.36369,Vial,
405,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,347,UAE18347,Gobiidae,Trimma,speA,TRIMSPEA,19.5,24.7,0.207,UAE18347_TRIMSPEA_19.5,25.49182,56.36369,Vial,
406,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,348,UAE18348,Gobiidae,Gobiodon,reticulatus,GOBIRETI,21.2,26.3,0.406,UAE18348_GOBIRETI_21.2,25.49182,56.36369,Vial,
407,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,349,UAE18349,Gobiidae,Gobiodon,reticulatus,GOBIRETI,21.5,27.2,0.435,UAE18349_GOBIRETI_21.5,25.49182,56.36369,Vial,
408,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,350,UAE18350,Gobiidae,Trimma,speA,TRIMSPEA,20.1,25.7,0.217,UAE18350_TRIMSPEA_20.1,25.49182,56.36369,Vial,
409,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,351,UAE18351,Gobiidae,Trimma,speA,TRIMSPEA,19.6,24.3,0.186,UAE18351_TRIMSPEA_19.6,25.49182,56.36369,Vial,
410,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,352,UAE18352,Gobiidae,Trimma,speA,TRIMSPEA,19.7,23.5,0.184,UAE18352_TRIMSPEA_19.7,25.49182,56.36369,Vial,
411,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,353,UAE18353,Gobiidae,Trimma,speA,TRIMSPEA,18.7,24.1,0.18,UAE18353_TRIMSPEA_18.7,25.49182,56.36369,Vial,
412,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,354,UAE18354,Gobiidae,Priolepis,cincta,PRIOCINC,25.9,32.6,0.367,UAE18354_PRIOCINC_25.9,25.49182,56.36369,Vial,
413,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,355,UAE18355,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21,34.2,0.414,UAE18355_HELCFUSC_21,25.49182,56.36369,Vial,
414,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,356,UAE18356,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,26.5,32.6,0.391,UAE18356_HELCFUSC_26.5,25.49182,56.36369,Vial,
415,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,357,UAE18357,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,27.7,33.2,0.428,UAE18357_HELCFUSC_27.7,25.49182,56.36369,Vial,
416,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,358,UAE18358,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,26.7,32.6,0.376,UAE18358_HELCFUSC_26.7,25.49182,56.36369,Vial,
417,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,359,UAE18359,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,28.1,34.5,0.436,UAE18359_HELCFUSC_28.1,25.49182,56.36369,Vial,
418,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,360,UAE18360,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,27.5,31.8,0.369,UAE18360_HELCFUSC_27.5,25.49182,56.36369,Vial,
419,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,361,UAE18361,Gobiidae,Asterropteryx,semipunctata,ASTESEMI,27.4,34.7,0.6,UAE18361_ASTESEMI_27.4,25.49182,56.36369,Vial,
420,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,362,UAE18362,Gobiidae,Asterropteryx,semipunctata,ASTESEMI,30.5,35.6,0.887,UAE18362_ASTESEMI_30.5,25.49182,56.36369,Vial,
421,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,363,UAE18363,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,16.4,31.2,0.342,UAE18363_HELCFUSC_16.4,25.49182,56.36369,Vial,
422,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,364,UAE18364,Gobiidae,Gnatholepis,speA,GNATSPEA,32.9,41.4,0.779,UAE18364_GNATSPEA_32.9,25.49182,56.36369,Vial,
423,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,365,UAE18365,Gobiidae,Gnatholepis,speA,GNATSPEA,31.8,40.2,0.756,UAE18365_GNATSPEA_31.8,25.49182,56.36369,Vial,
424,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,366,UAE18366,Blenniidae,Ecsenius,pulcher,ECSEPULC,35.6,43,0.777,UAE18366_ECSEPULC_35.6,25.49182,56.36369,Vial,
425,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,367,UAE18367,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.8,30.8,0.299,UAE18367_HELCFUSC_24.8,25.49182,56.36369,Vial,
426,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,368,UAE18368,Blenniidae,Ecsenius,pulcher,ECSEPULC,32.5,40,0.643,UAE18368_ECSEPULC_32.5,25.49182,56.36369,Vial,
427,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,369,UAE18369,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,29.8,35.6,0.464,UAE18369_HELCFUSC_29.8,25.49182,56.36369,Vial,
428,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,370,UAE18370,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.7,28.2,0.272,UAE18370_HELCFUSC_23.7,25.49182,56.36369,UAE-jar,
429,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,371,UAE18371,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.7,27.8,0.241,UAE18371_HELCFUSC_22.7,25.49182,56.36369,Vial,
430,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,372,UAE18372,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25,30.1,0.291,UAE18372_HELCFUSC_25,25.49182,56.36369,Vial,
431,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,373,UAE18373,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.8,34,0.31,UAE18373_HELCFUSC_25.8,25.49182,56.36369,Vial,
432,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,374,UAE18374,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.8,28.5,0.235,UAE18374_HELCFUSC_22.8,25.49182,56.36369,Vial,
433,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,375,UAE18375,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.4,28.2,0.236,UAE18375_HELCFUSC_23.4,25.49182,56.36369,Vial,
434,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,376,UAE18376,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.2,26.6,0.23,UAE18376_HELCFUSC_23.2,25.49182,56.36369,Vial,
435,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,377,UAE18377,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.4,24.6,0.182,UAE18377_HELCFUSC_23.4,25.49182,56.36369,Vial,
436,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,378,UAE18378,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.5,28.2,0.282,UAE18378_HELCFUSC_23.5,25.49182,56.36369,Vial,
437,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,379,UAE18379,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.8,30.6,0.312,UAE18379_HELCFUSC_24.8,25.49182,56.36369,Vial,
438,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,380,UAE18380,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.9,31.8,0.362,UAE18380_HELCFUSC_25.9,25.49182,56.36369,Vial,
439,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,381,UAE18381,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.5,28,0.224,UAE18381_HELCFUSC_21.5,25.49182,56.36369,Vial,
440,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,382,UAE18382,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23,28.3,0.262,UAE18382_HELCFUSC_23,25.49182,56.36369,Vial,
441,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,383,UAE18383,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.8,28.7,0.245,UAE18383_HELCFUSC_23.8,25.49182,56.36369,Vial,
442,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,384,UAE18384,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.9,27.5,0.218,UAE18384_HELCFUSC_22.9,25.49182,56.36369,Vial,
443,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,385,UAE18385,Syngnathidae,Corythoichthys,speA,CORYSPEA,69.3,71.3,0.216,UAE18385_CORYSPEA_69.3,25.49182,56.36369,Comm,Muscle
444,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,386,UAE18386,Gobiidae,Eviota,guttata,EVIOGUTT,18.5,22.5,0.132,UAE18386_EVIOGUTT_18.5,25.49182,56.36369,Vial,
445,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,387,UAE18387,Gobiidae,Eviota,punyit,EVIOPUNY,20.3,23.4,0.146,UAE18387_EVIOPUNY_20.3,25.49182,56.36369,Vial,
446,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,388,UAE18388,Gobiidae,Eviota,guttata,EVIOGUTT,21.2,26.5,0.223,UAE18388_EVIOGUTT_21.2,25.49182,56.36369,Vial,
447,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,389,UAE18389,Gobiidae,Eviota,guttata,EVIOGUTT,18.9,23.8,0.158,UAE18389_EVIOGUTT_18.9,25.49182,56.36369,Vial,
448,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,390,UAE18390,Gobiidae,Eviota,guttata,EVIOGUTT,18.6,22.8,0.121,UAE18390_EVIOGUTT_18.6,25.49182,56.36369,Vial,
449,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,391,UAE18391,Gobiidae,Eviota,guttata,EVIOGUTT,19.6,24.8,0.165,UAE18391_EVIOGUTT_19.6,25.49182,56.36369,Vial,
450,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,392,UAE18392,Syngnathidae,Corythoichthys,speA,CORYSPEA,74.2,77.2,0.263,UAE18392_CORYSPEA_74.2,25.49182,56.36369,Comm,Caudal
451,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,393,UAE18393,Syngnathidae,Corythoichthys,speA,CORYSPEA,70,73.2,0.215,UAE18393_CORYSPEA_70,25.49182,56.36369,UAE-jar,
452,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,394,UAE18394,Blenniidae,Antennablennius,speA,ANTESPEA,27.7,32.5,0.318,UAE18394_ANTESPEA_27.7,25.49182,56.36369,Vial,
453,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,395,UAE18395,Blenniidae,Antennablennius,speA,ANTESPEA,21.3,25.3,0.197,UAE18395_ANTESPEA_21.3,25.49182,56.36369,Vial,
454,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,396,UAE18396,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.9,27.8,0.208,UAE18396_HELCFUSC_22.9,25.49182,56.36369,Vial,
455,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,397,UAE18397,Gobiidae,Gnatholepis,speA,GNATSPEA,22.4,27.6,0.194,UAE18397_GNATSPEA_22.4,25.49182,56.36369,Vial,
456,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,398,UAE18398,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,19.8,24.1,0.154,UAE18398_HELCFUSC_19.8,25.49182,56.36369,Vial,
457,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,399,UAE18399,Blenniidae,Antennablennius,speA,ANTESPEA,20.8,24.6,0.17,UAE18399_ANTESPEA_20.8,25.49182,56.36369,Vial,
458,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,400,UAE18400,Gobiidae,Hetereleotris,vulgaris,HETEVULG,23.4,26.1,0.243,UAE18400_HETEVULG_23.4,25.49182,56.36369,Vial,mottled dorsal
459,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,401,UAE18401,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.1,23.5,0.163,UAE18401_HETEVULG_19.1,25.49182,56.36369,Vial,mottled dorsal
460,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,402,UAE18402,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.8,26,0.202,UAE18402_HETEVULG_20.8,25.49182,56.36369,Vial,mottled dorsal
461,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,403,UAE18403,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.5,24.9,0.191,UAE18403_HETEVULG_20.5,25.49182,56.36369,Vial,mottled dorsal
462,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,404,UAE18404,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.5,34,0.477,UAE18404_HETEVULG_27.5,25.49182,56.36369,Vial,black dorsal
463,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,405,UAE18405,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17,20.5,0.112,UAE18405_HETEVULG_17,25.49182,56.36369,Vial,mottled dorsal
464,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,406,UAE18406,Gobiidae,Eviota,guttata,EVIOGUTT,20,24.9,0.171,UAE18406_EVIOGUTT_20,25.49182,56.36369,Vial,
465,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,407,UAE18407,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.1,25,0.169,UAE18407_HELCFUSC_21.1,25.49182,56.36369,Vial,
466,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,408,UAE18408,Gobiidae,Coryogalops,anomalus,CORYANOM,18.8,23.4,0.136,UAE18408_CORYANOM_18.8,25.49182,56.36369,Vial,
467,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,409,UAE18409,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,20.4,23.9,0.209,UAE18409_ENNEVENT_20.4,25.49182,56.36369,Vial,
468,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,410,UAE18410,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.9,24.9,0.281,UAE18410_ENNEVENT_19.9,25.49182,56.36369,Vial,
469,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,411,UAE18411,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.7,24.1,0.136,UAE18411_ENNEVENT_18.7,25.49182,56.36369,Vial,
470,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,412,UAE18412,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.9,24.5,0.175,UAE18412_ENNEVENT_19.9,25.49182,56.36369,Vial,
471,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,413,UAE18413,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.9,24,0.175,UAE18413_ENNEVENT_19.9,25.49182,56.36369,Vial,
472,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,414,UAE18414,Muraenidae,Gymnothorax,speA,GYMNSPEA,98,98,1.09,UAE18414_GYMNSPEA_98,25.49182,56.36369,Comm,No tag
473,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.7,21,0.097,UAE18---_ENNEVENT_16.7,25.49182,56.36369,NPNT-Lot,
474,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.1,21.6,0.129,UAE18---_ENNEVENT_18.1,25.49182,56.36369,NPNT-Lot,
475,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,20,0.109,UAE18---_ENNEVENT_17.1,25.49182,56.36369,NPNT-Lot,
476,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,23.2,0.136,UAE18---_ENNEVENT_18.3,25.49182,56.36369,NPNT-Lot,
477,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.6,22.3,0.137,UAE18---_ENNEVENT_18.6,25.49182,56.36369,NPNT-Lot,
478,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.9,20.6,0.111,UAE18---_ENNEVENT_17.9,25.49182,56.36369,NPNT-Lot,
479,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.5,20.1,0.102,UAE18---_ENNEVENT_16.5,25.49182,56.36369,NPNT-Lot,
480,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25,32.7,0.352,UAE18---_HETEVULG_25,25.49182,56.36369,NPNT-Lot,mottled dorsal
481,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.8,28.7,0.279,UAE18---_HETEVULG_22.8,25.49182,56.36369,NPNT-Lot,mottled dorsal
482,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.5,23.6,0.157,UAE18---_HETEVULG_18.5,25.49182,56.36369,NPNT-Lot,mottled dorsal
483,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.1,24.6,0.185,UAE18---_HETEVULG_19.1,25.49182,56.36369,NPNT-Lot,mottled dorsal
484,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.4,20,0.105,UAE18---_HETEVULG_16.4,25.49182,56.36369,NPNT-Lot,mottled dorsal
485,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.1,20.2,0.095,UAE18---_HETEVULG_16.1,25.49182,56.36369,NPNT-Lot,mottled dorsal
486,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,415,UAE18415,Ostraciidae,Ostracion,cubicus,OSTRCUBI,65.2,80.3,19,UAE18415_OSTRCUBI_65.2,25.49182,56.36369,Comm,
487,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,416,UAE18416,Ostraciidae,Ostracion,cubicus,OSTRCUBI,51.4,64.5,9.662,UAE18416_OSTRCUBI_51.4,25.49182,56.36369,Comm,
488,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,417,UAE18417,Blenniidae,Ecsenius,pulcher,ECSEPULC,33,40.7,0.749,UAE18417_ECSEPULC_33,25.49182,56.36369,Comm,
489,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,418,UAE18418,Blenniidae,Ecsenius,pulcher,ECSEPULC,51.8,65,1.992,UAE18418_ECSEPULC_51.8,25.49182,56.36369,Comm,
490,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,419,UAE18419,Blenniidae,Ecsenius,pulcher,ECSEPULC,34.1,42.4,0.79,UAE18419_ECSEPULC_34.1,25.49182,56.36369,Comm,
491,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,420,UAE18420,Blenniidae,Ecsenius,pulcher,ECSEPULC,40,53.5,1.09,UAE18420_ECSEPULC_40,25.49182,56.36369,Comm,
492,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,421,UAE18421,Blenniidae,Ecsenius,pulcher,ECSEPULC,41.8,52.3,1.338,UAE18421_ECSEPULC_41.8,25.49182,56.36369,Comm,
493,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,422,UAE18422,Gobiidae,Istigobius,speA,ISTISPEA,37,47.6,1.103,UAE18422_ISTISPEA_37,25.49182,56.36369,Comm,
494,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,423,UAE18423,Gobiidae,Istigobius,speA,ISTISPEA,36.5,45.4,0.902,UAE18423_ISTISPEA_36.5,25.49182,56.36369,Comm,
495,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,424,UAE18424,Gobiidae,Istigobius,speA,ISTISPEA,41.9,52.4,1.452,UAE18424_ISTISPEA_41.9,25.49182,56.36369,UAE-jar,
496,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,425,UAE18425,Gobiidae,Istigobius,speA,ISTISPEA,44.1,56.8,1.679,UAE18425_ISTISPEA_44.1,25.49182,56.36369,Comm,
497,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,426,UAE18426,Gobiidae,Istigobius,speA,ISTISPEA,44.8,58,1.71,UAE18426_ISTISPEA_44.8,25.49182,56.36369,Comm,
498,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,427,UAE18427,Gobiidae,Istigobius,speA,ISTISPEA,33.7,43.8,0.728,UAE18427_ISTISPEA_33.7,25.49182,56.36369,Comm,
499,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,428,UAE18428,Gobiidae,Istigobius,speA,ISTISPEA,28.8,36.2,0.435,UAE18428_ISTISPEA_28.8,25.49182,56.36369,Comm,
500,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,429,UAE18429,Gobiidae,Istigobius,speA,ISTISPEA,35.8,46.8,0.999,UAE18429_ISTISPEA_35.8,25.49182,56.36369,Comm,
501,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,430,UAE18430,Apogonidae,Apogon,speA,APOGSPEA,37.3,51.3,1.892,UAE18430_APOGSPEA_37.3,25.49182,56.36369,Comm,
502,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,431,UAE18431,Apogonidae,Apogon,speA,APOGSPEA,30.9,41.2,0.95,UAE18431_APOGSPEA_30.9,25.49182,56.36369,Comm,
503,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,432,UAE18432,Apogonidae,Cheilodipterus,novemstriatus,CHEINOVE,38.9,49.9,1.44,UAE18432_CHEINOVE_38.9,25.49182,56.36369,Comm,
504,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,433,UAE18433,Apogonidae,Cheilodipterus,novemstriatus,CHEINOVE,42.6,52.8,1.927,UAE18433_CHEINOVE_42.6,25.49182,56.36369,Comm,
505,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,434,UAE18434,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,30.5,40.7,0.953,UAE18434_OSTOCYAN_30.5,25.49182,56.36369,UAE-jar,
506,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,435,UAE18435,Apogonidae,Ostorhinchus,cyanosoma,OSTOCYAN,45.8,59.7,2.788,UAE18435_OSTOCYAN_45.8,25.49182,56.36369,Comm,
507,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,436,UAE18436,Pomacentridae,Neopomacentrus,sindensis,NEOPSIND,35.9,49.4,1.728,UAE18436_NEOPSIND_35.9,25.49182,56.36369,Comm,
508,Fujairah,SnoopyIII,B11,Rockyreef,2/5/18,4.7,285,UAE18,437,UAE18437,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,38.3,56,2.098,UAE18437_NEOPCYAN_38.3,25.49182,56.36369,Comm,
